"No","RefTree","Tree","RefTree_taxa","Tree_taxa","Common_taxa","Triples","RFCluster(0.5)","MatchingPair","NodalSplitted","MatchingCluster","MAST","CopheneticL2Metric"
"848","1","848","27","27","27","2015.0000","25.0000","230.0000","83.7616","148.0000","18.0000","50.0799"
"849","1","849","27","27","27","1946.0000","25.0000","225.0000","87.7382","144.0000","19.0000","49.5782"
"850","1","850","27","27","27","1781.0000","25.0000","212.0000","85.7438","142.0000","19.0000","48.4768"
"851","1","851","27","27","27","2047.0000","25.0000","237.0000","92.1737","160.0000","19.0000","51.9423"
"852","1","852","27","27","27","1870.0000","25.0000","227.0000","86.7064","142.0000","18.0000","49.2950"
"853","1","853","27","27","27","1924.0000","25.0000","228.0000","85.8720","136.0000","19.0000","47.7074"
"854","1","854","27","27","27","2010.0000","25.0000","228.0000","84.8528","144.0000","19.0000","50.0799"
"855","1","855","27","27","27","1788.0000","25.0000","217.0000","86.9713","132.0000","17.0000","48.4562"
"856","1","856","27","27","27","1923.0000","25.0000","220.0000","78.7655","140.0000","17.0000","47.8330"
"857","1","857","27","27","27","1932.0000","25.0000","230.0000","92.2280","150.0000","20.0000","50.3190"
"858","1","858","27","27","27","1618.0000","25.0000","200.0000","88.5325","130.0000","16.0000","47.7493"
"859","1","859","27","27","27","1991.0000","25.0000","235.0000","91.3017","156.0000","18.0000","50.8724"
"860","1","860","27","27","27","1692.0000","25.0000","203.0000","81.4616","130.0000","19.0000","47.8539"
"861","1","861","27","27","27","2047.0000","25.0000","233.0000","90.6532","154.0000","18.0000","51.5946"
"862","1","862","27","27","27","1900.0000","25.0000","224.0000","77.4855","140.0000","18.0000","47.6235"
"863","1","863","27","27","27","1958.0000","25.0000","227.0000","85.2291","150.0000","18.0000","50.3984"
"864","1","864","27","27","27","1984.0000","25.0000","233.0000","93.7870","152.0000","18.0000","51.4587"
"865","1","865","27","27","27","2036.0000","25.0000","236.0000","84.3564","158.0000","19.0000","50.6952"
"866","1","866","27","27","27","1859.0000","24.0000","220.0000","85.8254","136.0000","18.0000","49.2341"
"867","1","867","27","27","27","2009.0000","25.0000","231.0000","82.6438","146.0000","18.0000","49.7393"
"868","1","868","27","27","27","1653.0000","25.0000","202.0000","86.9368","136.0000","18.0000","48.5180"
"869","1","869","27","27","27","1937.0000","25.0000","224.0000","81.1172","136.0000","19.0000","47.0532"
"870","1","870","27","27","27","2051.0000","25.0000","236.0000","92.0435","162.0000","20.0000","52.1728"
"871","1","871","27","27","27","1996.0000","25.0000","228.0000","87.1206","150.0000","18.0000","50.2195"
"872","1","872","27","27","27","1909.0000","25.0000","229.0000","89.2861","148.0000","19.0000","50.3389"
"873","1","873","27","27","27","2022.0000","25.0000","230.0000","85.5570","152.0000","19.0000","51.1664"
"874","1","874","27","27","27","2023.0000","25.0000","235.0000","89.6883","156.0000","20.0000","51.0882"
"875","1","875","27","27","27","1859.0000","25.0000","221.0000","89.0281","144.0000","18.0000","50.3984"
"876","1","876","27","27","27","1912.0000","25.0000","222.0000","87.3384","140.0000","19.0000","49.4773"
"877","1","877","27","27","27","1969.0000","25.0000","234.0000","91.9783","152.0000","19.0000","50.4381"
"878","1","878","27","27","27","2024.0000","25.0000","233.0000","88.0227","152.0000","19.0000","50.9902"
"879","1","879","27","27","27","1883.0000","25.0000","218.0000","94.9421","146.0000","18.0000","51.5364"
"880","1","880","27","27","27","2027.0000","25.0000","236.0000","86.9253","154.0000","20.0000","51.2835"
